Country!Year!TotalCO2(Tonnes)!Population!PopulationString!emiperpop
Australia!1964!108.8941!11167000!11,167,000!9.7514193606161e-06
Australia!1965!120.868!11388000!11,388,000!1.06136283807517e-05
Australia!1966!120.2342!11651000!11,651,000!1.03196463822848e-05
Australia!1967!129.1597!11799000!11,799,000!1.09466649716078e-05
Australia!1968!134.5128!12009000!12,009,000!1.12009992505621e-05
Australia!1969!142.1412!12263000!12,263,000!1.15910625458697e-05
Australia!1970!147.5016!12507000!12,507,000!1.1793523626769e-05
Australia!1971!146.474!12937000!12,937,000!1.13220994048079e-05
Australia!1972!151.3985!13177000!13,177,000!1.14896030963042e-05
Australia!1973!161.1561!13380000!13,380,000!1.20445515695067e-05
Australia!1974!175.8941!13723000!13,723,000!1.28174670261605e-05
Australia!1975!182.5288!13893000!13,893,000!1.31381846973296e-05
Australia!1976!184.9408!14033000!14,033,000!1.31789923751158e-05
Australia!1977!199.2325!14192000!14,192,000!1.40383666854566e-05
Australia!1978!194.7579!14358000!14,358,000!1.35644170497284e-05
Australia!1979!200.9024!14514000!14,514,000!1.38419732671903e-05
Australia!1980!210.6857!14692000!14,692,000!1.43401647154914e-05
Australia!1981!211.3235!14927000!14,927,000!1.41571313726804e-05
Australia!1982!217.3716!15178000!15,178,000!1.43214916326262e-05
Australia!1983!206.9529!15369000!15,369,000!1.34656060901815e-05
Australia!1984!211.7024!15544000!15,544,000!1.36195573854864e-05
Australia!1985!223.9349!15758000!15,758,000!1.42108706688666e-05
Australia!1986!225.0632!16018400!16,018,400!1.40502921640114e-05
Australia!1987!234.9139!16263900!16,263,900!1.44438849230504e-05
Australia!1988!245.2677!16532200!16,532,200!1.48357568865608e-05
Australia!1989!258.7568!16814400!16,814,400!1.53889999048435e-05
Australia!1990!263.9698!17065100!17,065,100!1.54684004195698e-05
Australia!1991!264.8929!17284000!17,284,000!1.53259025688498e-05
Australia!1992!268.1319!17495000!17,495,000!1.53262017719348e-05
Australia!1993!272.1965!17667000!17,667,000!1.54070583573895e-05
Australia!1994!278.6566!17855000!17,855,000!1.56066423970877e-05
Australia!1995!288.9729!18072000!18,072,000!1.59900896414343e-05
Australia!1996!299.3078!18311000!18,311,000!1.6345792146797e-05
Australia!1997!306.9911!18517000!18,517,000!1.65788788680672e-05
Australia!1998!326.9295!18711000!18,711,000!1.7472582972583e-05
